Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Month,Recency,Frequency,Monetary
678,2024-07-23,CUST282,Male,45,Electronics,1,50,50,2024-07,43,6,4620
679,2024-07-08,CUST689,Male,56,Beauty,2,50,100,2024-07,10,7,1710
680,2024-01-23,CUST476,Female,53,Food,2,10,20,2024-01,43,4,560
681,2024-10-10,CUST538,Male,42,Beauty,4,30,120,2024-10,29,4,260
682,2024-05-13,CUST767,Female,36,Electronics,1,100,100,2024-05,29,4,310
683,2024-11-06,CUST786,Female,20,Beauty,1,20,20,2024-11,55,2,170
684,2024-03-06,CUST793,Female,26,Food,4,30,120,2024-03,158,3,620
685,2024-11-03,CUST137,Male,59,Sports,5,100,500,2024-11,58,2,650
686,2024-05-22,CUST196,Male,43,Beauty,3,20,60,2024-05,223,1,60
687,2024-05-12,CUST690,Male,43,Beauty,4,20,80,2024-05,120,3,880
688,2024-08-15,CUST642,Male,22,Electronics,1,100,100,2024-08,98,4,4100
689,2024-02-25,CUST793,Male,36,Electronics,4,100,400,2024-02,158,3,620
690,2024-05-14,CUST106,Female,25,Beauty,1,20,20,2024-05,112,4,3620
691,2024-01-27,CUST155,Female,25,Beauty,3,50,150,2024-01,39,2,170
692,2024-03-13,CUST081,Female,61,Electronics,2,30,60,2024-03,293,3,560
693,2024-11-26,CUST582,Female,50,Food,1,10,10,2024-11,35,3,530
694,2024-03-31,CUST705,Male,55,Sports,3,100,300,2024-03,30,3,650
695,2024-05-09,CUST110,Female,57,Food,2,30,60,2024-05,212,2,110
696,2024-08-15,CUST414,Female,48,Beauty,2,50,100,2024-08,28,3,450
697,2024-08-11,CUST566,Female,42,Electronics,4,500,2000,2024-08,142,3,2130
698,2024-05-14,CUST040,Male,37,Clothing,4,200,800,2024-05,38,4,4340
699,2024-11-21,CUST711,Male,42,Sports,4,100,400,2024-11,40,1,400
700,2024-12-24,CUST752,Male,37,Food,3,20,60,2024-12,7,5,3220
701,2024-05-19,CUST606,Female,46,Sports,5,200,1000,2024-05,58,5,1800
702,2024-02-11,CUST754,Male,44,Sports,5,50,250,2024-02,214,3,2850
703,2024-01-20,CUST584,Male,39,Clothing,2,500,1000,2024-01,99,5,1850
704,2024-09-10,CUST106,Female,59,Clothing,3,200,600,2024-09,112,4,3620
705,2024-12-09,CUST613,Male,37,Clothing,4,500,2000,2024-12,20,3,2350
706,2024-09-24,CUST737,Male,37,Electronics,4,50,200,2024-09,6,2,320
707,2024-01-13,CUST588,Female,49,Beauty,1,50,50,2024-01,24,5,2790
708,2024-01-19,CUST016,Male,45,Clothing,5,200,1000,2024-01,172,3,1170
709,2024-04-29,CUST440,Male,30,Beauty,4,50,200,2024-04,54,4,670
710,2024-08-08,CUST282,Male,24,Electronics,4,500,2000,2024-08,43,6,4620
711,2024-08-29,CUST286,Female,42,Sports,5,100,500,2024-08,124,5,1120
712,2024-08-31,CUST419,Male,54,Sports,4,200,800,2024-08,90,4,1190
713,2024-01-23,CUST344,Female,37,Food,3,10,30,2024-01,192,3,830
714,2024-02-16,CUST516,Male,48,Beauty,2,30,60,2024-02,319,1,60
715,2024-07-09,CUST364,Male,26,Food,4,20,80,2024-07,175,3,930
716,2024-12-10,CUST765,Female,44,Electronics,4,50,200,2024-12,21,2,500
717,2024-03-12,CUST115,Female,55,Beauty,4,50,200,2024-03,233,3,1230
718,2024-11-07,CUST430,Female,61,Clothing,2,500,1000,2024-11,54,3,1200
719,2024-11-11,CUST334,Female,38,Food,1,30,30,2024-11,22,3,380
720,2024-03-17,CUST545,Male,40,Food,2,20,40,2024-03,61,4,2890
721,2024-07-21,CUST410,Male,57,Food,3,10,30,2024-07,27,6,5470
722,2024-02-24,CUST536,Male,51,Beauty,1,20,20,2024-02,181,3,340
723,2024-07-28,CUST773,Male,52,Beauty,5,30,150,2024-07,74,6,3500
724,2024-04-11,CUST015,Female,46,Beauty,5,50,250,2024-04,22,5,1350
725,2024-10-23,CUST029,Male,33,Clothing,4,200,800,2024-10,39,5,1700
726,2024-02-09,CUST199,Male,38,Electronics,2,500,1000,2024-02,4,3,1900
727,2024-08-30,CUST405,Male,19,Sports,3,100,300,2024-08,123,3,830
728,2024-08-04,CUST007,Female,56,Food,2,30,60,2024-08,108,5,1280
729,2024-02-29,CUST090,Male,55,Clothing,3,500,1500,2024-02,236,4,2140
730,2024-03-16,CUST360,Male,20,Electronics,4,500,2000,2024-03,63,3,2230
731,2024-07-24,CUST153,Male,43,Food,3,20,60,2024-07,160,6,2520
732,2024-10-21,CUST795,Female,50,Beauty,4,30,120,2024-10,9,5,480
733,2024-08-17,CUST597,Female,58,Food,2,30,60,2024-08,59,3,280
734,2024-12-02,CUST740,Male,53,Sports,3,100,300,2024-12,29,4,740
735,2024-06-19,CUST397,Male,51,Beauty,4,20,80,2024-06,195,2,1580
736,2024-02-03,CUST690,Male,51,Sports,5,100,500,2024-02,120,3,880
737,2024-10-20,CUST326,Male,21,Sports,5,200,1000,2024-10,72,4,2100
738,2024-03-31,CUST006,Male,46,Electronics,1,100,100,2024-03,214,2,500
739,2024-02-11,CUST583,Female,28,Clothing,4,100,400,2024-02,244,5,1400
740,2024-06-11,CUST311,Male,23,Electronics,5,100,500,2024-06,147,4,1100
741,2024-10-13,CUST033,Female,60,Sports,5,100,500,2024-10,79,1,500
742,2024-05-08,CUST586,Female,19,Beauty,4,50,200,2024-05,154,2,400
743,2024-07-10,CUST328,Female,29,Beauty,3,50,150,2024-07,174,3,390
744,2024-08-03,CUST296,Male,25,Clothing,3,100,300,2024-08,15,4,790
745,2024-09-15,CUST668,Male,28,Food,3,30,90,2024-09,107,3,260
746,2024-12-19,CUST758,Female,43,Beauty,2,30,60,2024-12,12,1,60
747,2024-08-08,CUST490,Male,40,Food,1,30,30,2024-08,62,3,2180
748,2024-05-10,CUST190,Male,31,Electronics,2,100,200,2024-05,64,2,350
749,2024-07-07,CUST212,Female,52,Sports,3,100,300,2024-07,177,2,1800
750,2024-10-05,CUST775,Female,28,Electronics,3,100,300,2024-10,18,5,2550
751,2024-08-13,CUST503,Female,61,Beauty,4,30,120,2024-08,1,4,3720
752,2024-11-22,CUST685,Female,63,Electronics,4,100,400,2024-11,39,1,400
753,2024-11-21,CUST150,Male,37,Clothing,1,500,500,2024-11,40,4,1500
754,2024-09-05,CUST278,Male,37,Food,4,20,80,2024-09,117,4,380
755,2024-08-20,CUST767,Male,25,Food,1,20,20,2024-08,29,4,310
756,2024-04-29,CUST565,Female,32,Sports,2,100,200,2024-04,59,5,3510
757,2024-05-17,CUST079,Male,56,Electronics,4,50,200,2024-05,228,3,450
758,2024-05-26,CUST784,Male,57,Beauty,4,20,80,2024-05,46,3,220
759,2024-01-27,CUST010,Female,34,Food,3,10,30,2024-01,209,5,1570
760,2024-08-24,CUST431,Male,40,Beauty,2,20,40,2024-08,36,4,1310
761,2024-04-29,CUST184,Female,23,Sports,5,100,500,2024-04,246,2,520
762,2024-05-06,CUST255,Female,49,Clothing,4,200,800,2024-05,124,3,1040
763,2024-11-11,CUST203,Female,62,Food,5,10,50,2024-11,50,3,140
764,2024-10-05,CUST036,Male,58,Clothing,1,200,200,2024-10,87,1,200
765,2024-05-09,CUST554,Female,51,Electronics,4,500,2000,2024-05,70,4,2240
766,2024-05-21,CUST714,Female,33,Food,5,10,50,2024-05,132,3,1750
767,2024-07-24,CUST087,Male,36,Beauty,3,30,90,2024-07,160,2,290
768,2024-05-09,CUST531,Female,21,Food,4,30,120,2024-05,34,2,270
769,2024-12-27,CUST113,Male,33,Beauty,5,50,250,2024-12,4,6,1700
770,2024-03-11,CUST780,Male,34,Food,5,20,100,2024-03,47,4,920
771,2024-05-21,CUST496,Male,51,Electronics,2,100,200,2024-05,30,3,300
772,2024-04-07,CUST730,Male,35,Clothing,4,100,400,2024-04,7,3,540
773,2024-06-29,CUST244,Female,39,Sports,2,50,100,2024-06,151,4,950
774,2024-08-19,CUST571,Female,18,Beauty,5,20,100,2024-08,38,5,850
775,2024-07-26,CUST687,Male,51,Food,5,10,50,2024-07,158,3,220
776,2024-07-22,CUST451,Male,56,Electronics,4,50,200,2024-07,162,2,2700
777,2024-03-14,CUST465,Female,52,Clothing,1,100,100,2024-03,16,3,500
778,2024-12-13,CUST775,Male,56,Beauty,3,20,60,2024-12,18,5,2550
779,2024-10-01,CUST276,Male,59,Sports,3,100,300,2024-10,91,2,400
780,2024-02-04,CUST251,Female,62,Electronics,3,50,150,2024-02,233,2,170
781,2024-11-29,CUST771,Male,60,Sports,5,50,250,2024-11,32,2,750
782,2024-03-26,CUST444,Female,42,Electronics,5,100,500,2024-03,110,3,1060
783,2024-04-24,CUST752,Female,55,Clothing,3,200,600,2024-04,7,5,3220
784,2024-06-13,CUST672,Male,38,Food,4,20,80,2024-06,51,6,1350
785,2024-07-17,CUST153,Female,51,Food,4,30,120,2024-07,160,6,2520
786,2024-10-28,CUST160,Male,54,Electronics,4,100,400,2024-10,64,1,400
787,2024-11-05,CUST052,Female,30,Food,3,20,60,2024-11,56,3,3060
788,2024-10-07,CUST573,Female,46,Food,5,30,150,2024-10,85,2,250
789,2024-04-10,CUST248,Female,25,Electronics,5,100,500,2024-04,24,5,3200
790,2024-06-25,CUST716,Female,48,Clothing,4,200,800,2024-06,37,6,1370
791,2024-08-18,CUST735,Female,30,Beauty,1,30,30,2024-08,135,3,830
792,2024-05-14,CUST304,Male,28,Electronics,3,50,150,2024-05,59,5,820
793,2024-01-17,CUST368,Female,42,Sports,4,200,800,2024-01,63,6,2450
794,2024-03-15,CUST208,Female,47,Food,5,20,100,2024-03,115,4,1140
795,2024-09-26,CUST295,Male,26,Food,5,10,50,2024-09,96,4,460
796,2024-10-29,CUST486,Female,50,Electronics,4,100,400,2024-10,63,3,490
797,2024-11-02,CUST481,Male,62,Beauty,1,30,30,2024-11,59,6,1130
798,2024-07-25,CUST628,Female,27,Clothing,3,500,1500,2024-07,159,2,2500
799,2024-10-29,CUST522,Male,37,Beauty,3,50,150,2024-10,63,3,650
800,2024-01-08,CUST034,Female,48,Clothing,3,500,1500,2024-01,174,5,2040
801,2024-04-10,CUST109,Female,46,Clothing,5,200,1000,2024-04,142,5,1570
802,2024-04-19,CUST141,Male,55,Sports,4,100,400,2024-04,256,2,460
803,2024-02-18,CUST408,Female,32,Food,4,20,80,2024-02,67,5,1800
804,2024-04-28,CUST754,Male,18,Sports,2,50,100,2024-04,214,3,2850
805,2024-12-02,CUST083,Male,41,Clothing,2,500,1000,2024-12,29,3,1590
806,2024-11-20,CUST223,Female,35,Beauty,4,30,120,2024-11,41,3,380
807,2024-08-18,CUST248,Female,40,Sports,1,200,200,2024-08,24,5,3200
808,2024-11-14,CUST780,Female,18,Food,2,10,20,2024-11,47,4,920
809,2024-05-07,CUST344,Female,50,Clothing,3,200,600,2024-05,192,3,830
810,2024-08-08,CUST788,Female,34,Food,1,30,30,2024-08,122,3,3530
811,2024-08-30,CUST626,Male,57,Beauty,3,20,60,2024-08,68,5,1150
812,2024-03-21,CUST169,Female,51,Food,3,30,90,2024-03,1,4,1140
813,2024-07-21,CUST331,Male,31,Clothing,5,200,1000,2024-07,77,4,1710
814,2024-09-26,CUST473,Female,56,Beauty,4,20,80,2024-09,85,3,1180
815,2024-07-16,CUST673,Male,27,Sports,5,200,1000,2024-07,168,2,1060
816,2024-07-04,CUST729,Male,41,Clothing,4,100,400,2024-07,177,2,1000
817,2024-06-08,CUST410,Female,30,Clothing,5,500,2500,2024-06,27,6,5470
818,2024-06-10,CUST109,Male,62,Beauty,4,30,120,2024-06,142,5,1570
819,2024-05-29,CUST509,Male,37,Clothing,2,200,400,2024-05,55,3,2600
820,2024-08-16,CUST135,Female,20,Clothing,2,100,200,2024-08,137,4,3650
821,2024-05-08,CUST672,Male,56,Electronics,5,100,500,2024-05,51,6,1350
822,2024-03-03,CUST589,Male,31,Sports,5,50,250,2024-03,149,3,880
823,2024-05-11,CUST420,Female,18,Sports,4,50,200,2024-05,194,3,400
824,2024-10-08,CUST591,Female,24,Clothing,4,100,400,2024-10,84,5,1260
825,2024-04-11,CUST414,Male,46,Sports,2,100,200,2024-04,28,3,450
826,2024-12-28,CUST441,Male,21,Clothing,5,100,500,2024-12,3,3,580
827,2024-09-11,CUST408,Female,27,Food,5,30,150,2024-09,67,5,1800
828,2024-07-30,CUST403,Female,46,Beauty,2,30,60,2024-07,62,2,560
829,2024-06-20,CUST230,Male,25,Beauty,5,20,100,2024-06,194,4,1150
830,2024-07-03,CUST278,Female,31,Beauty,4,50,200,2024-07,117,4,380
831,2024-08-26,CUST717,Female,53,Beauty,2,50,100,2024-08,124,4,310
832,2024-08-08,CUST456,Male,22,Food,1,10,10,2024-08,145,2,210
833,2024-04-09,CUST502,Female,45,Sports,3,100,300,2024-04,8,5,590
834,2024-08-05,CUST291,Male,61,Electronics,3,500,1500,2024-08,148,1,1500
835,2024-05-06,CUST365,Male,19,Beauty,3,50,150,2024-05,239,1,150
836,2024-10-31,CUST513,Male,45,Electronics,5,100,500,2024-10,61,3,770
837,2024-06-11,CUST269,Male,23,Food,4,10,40,2024-06,113,4,320
838,2024-08-25,CUST269,Female,18,Food,4,30,120,2024-08,113,4,320
839,2024-11-15,CUST309,Male,20,Electronics,1,30,30,2024-11,46,8,3340
840,2024-12-24,CUST064,Male,32,Food,5,30,150,2024-12,7,1,150
841,2024-02-18,CUST098,Male,50,Beauty,1,30,30,2024-02,148,3,1550
842,2024-11-16,CUST495,Male,42,Clothing,4,500,2000,2024-11,25,3,2280
843,2024-08-22,CUST198,Male,40,Sports,5,100,500,2024-08,4,4,890
844,2024-02-10,CUST600,Female,45,Sports,2,100,200,2024-02,44,7,1770
845,2024-07-06,CUST170,Male,63,Electronics,3,30,90,2024-07,121,6,2940
846,2024-05-14,CUST632,Male,35,Food,4,30,120,2024-05,63,4,2080
847,2024-03-22,CUST548,Female,52,Food,5,20,100,2024-03,233,5,2380
848,2024-06-18,CUST028,Male,34,Sports,2,100,200,2024-06,171,2,350
849,2024-10-28,CUST588,Female,20,Beauty,3,50,150,2024-10,24,5,2790
850,2024-08-14,CUST527,Male,26,Food,5,30,150,2024-08,30,4,1600
851,2024-08-21,CUST166,Male,44,Electronics,5,50,250,2024-08,132,1,250
852,2024-10-06,CUST214,Female,39,Food,2,20,40,2024-10,86,6,2980
853,2024-09-13,CUST171,Male,31,Electronics,3,50,150,2024-09,109,3,500
854,2024-11-15,CUST784,Female,27,Beauty,4,20,80,2024-11,46,3,220
855,2024-04-11,CUST295,Female,29,Beauty,2,30,60,2024-04,96,4,460
856,2024-01-10,CUST557,Male,48,Electronics,1,50,50,2024-01,5,3,480
857,2024-07-01,CUST733,Male,30,Sports,1,100,100,2024-07,76,3,550
858,2024-12-30,CUST169,Female,56,Food,5,10,50,2024-12,1,4,1140
859,2024-01-28,CUST277,Female,30,Food,4,30,120,2024-01,94,5,380
860,2024-02-22,CUST722,Female,37,Electronics,2,500,1000,2024-02,80,3,2050
861,2024-09-28,CUST277,Male,39,Beauty,2,30,60,2024-09,94,5,380
862,2024-03-06,CUST253,Female,62,Food,5,30,150,2024-03,50,2,250
863,2024-12-01,CUST496,Female,48,Food,3,20,60,2024-12,30,3,300
864,2024-01-26,CUST629,Male,61,Sports,5,200,1000,2024-01,340,1,1000
865,2024-12-17,CUST664,Male,60,Beauty,3,50,150,2024-12,7,5,1180
866,2024-08-03,CUST545,Female,56,Clothing,3,200,600,2024-08,61,4,2890
867,2024-07-28,CUST700,Male,42,Clothing,4,100,400,2024-07,1,3,830
868,2024-08-18,CUST775,Male,34,Electronics,3,30,90,2024-08,18,5,2550
869,2024-02-12,CUST231,Male,26,Food,1,30,30,2024-02,183,3,730
870,2024-03-06,CUST170,Male,55,Clothing,4,100,400,2024-03,121,6,2940
871,2024-11-28,CUST213,Male,18,Clothing,4,100,400,2024-11,33,1,400
872,2024-06-14,CUST089,Female,32,Beauty,4,50,200,2024-06,9,9,2470
873,2024-10-25,CUST066,Male,52,Clothing,5,200,1000,2024-10,8,2,1060
874,2024-07-15,CUST197,Male,20,Sports,5,50,250,2024-07,169,2,350
875,2024-08-04,CUST589,Female,21,Sports,3,200,600,2024-08,149,3,880
876,2024-10-23,CUST378,Female,61,Food,4,10,40,2024-10,69,2,70
877,2024-08-16,CUST178,Male,20,Sports,3,200,600,2024-08,11,4,950
878,2024-11-19,CUST634,Male,52,Beauty,2,30,60,2024-11,42,5,3180
879,2024-10-18,CUST330,Female,26,Clothing,5,100,500,2024-10,74,1,500
880,2024-10-23,CUST424,Male,36,Sports,3,50,150,2024-10,69,2,950
881,2024-06-27,CUST286,Female,22,Beauty,1,20,20,2024-06,124,5,1120
882,2024-07-01,CUST231,Male,31,Electronics,1,500,500,2024-07,183,3,730
883,2024-04-17,CUST769,Male,58,Electronics,3,50,150,2024-04,258,2,950
884,2024-03-16,CUST281,Female,38,Beauty,1,50,50,2024-03,100,3,2080
885,2024-04-04,CUST269,Female,47,Beauty,5,20,100,2024-04,113,4,320
886,2024-05-28,CUST442,Female,53,Electronics,1,30,30,2024-05,18,4,370
887,2024-09-24,CUST605,Male,42,Sports,4,200,800,2024-09,98,5,2910
888,2024-06-26,CUST211,Female,51,Sports,4,100,400,2024-06,21,6,3460
889,2024-06-30,CUST372,Female,25,Clothing,1,100,100,2024-06,84,3,1000
890,2024-01-10,CUST159,Male,28,Beauty,3,20,60,2024-01,307,2,310
891,2024-05-29,CUST444,Female,37,Food,2,30,60,2024-05,110,3,1060
892,2024-01-11,CUST720,Male,29,Electronics,1,30,30,2024-01,34,5,3780
893,2024-12-04,CUST790,Female,56,Food,4,10,40,2024-12,27,6,420
894,2024-02-23,CUST197,Male,19,Beauty,5,20,100,2024-02,169,2,350
895,2024-04-12,CUST392,Male,42,Sports,3,100,300,2024-04,121,4,1090
896,2024-08-13,CUST423,Female,28,Electronics,5,30,150,2024-08,140,3,230
897,2024-01-11,CUST169,Male,23,Electronics,1,500,500,2024-01,1,4,1140
898,2024-04-19,CUST745,Female,36,Clothing,2,100,200,2024-04,256,3,820
899,2024-10-14,CUST217,Female,33,Sports,2,200,400,2024-10,27,5,1070
900,2024-10-28,CUST373,Female,23,Clothing,1,500,500,2024-10,64,1,500
901,2024-01-10,CUST383,Male,46,Sports,3,100,300,2024-01,253,2,420
902,2024-03-18,CUST246,Male,51,Clothing,4,500,2000,2024-03,121,3,2050
903,2024-08-10,CUST007,Female,18,Beauty,4,30,120,2024-08,108,5,1280
904,2024-02-16,CUST713,Male,44,Electronics,1,100,100,2024-02,36,5,450
905,2024-10-19,CUST041,Female,19,Electronics,2,100,200,2024-10,20,4,1200
906,2024-04-14,CUST760,Male,51,Sports,1,100,100,2024-04,45,4,3800
907,2024-03-16,CUST270,Male,37,Food,4,30,120,2024-03,53,2,2620
908,2024-11-03,CUST163,Female,25,Electronics,3,50,150,2024-11,55,4,530
909,2024-01-13,CUST350,Female,53,Beauty,1,50,50,2024-01,107,5,1300
910,2024-12-16,CUST296,Male,28,Clothing,4,100,400,2024-12,15,4,790
911,2024-04-09,CUST059,Female,26,Electronics,4,30,120,2024-04,116,2,2120
912,2024-11-23,CUST040,Male,29,Clothing,4,500,2000,2024-11,38,4,4340
913,2024-08-08,CUST278,Female,41,Food,4,10,40,2024-08,117,4,380
914,2024-05-03,CUST281,Male,19,Food,1,30,30,2024-05,100,3,2080
915,2024-04-25,CUST592,Female,26,Beauty,1,50,50,2024-04,91,2,250
916,2024-12-10,CUST211,Female,51,Food,5,10,50,2024-12,21,6,3460
917,2024-03-21,CUST258,Male,21,Beauty,3,50,150,2024-03,122,2,210
918,2024-02-21,CUST548,Female,30,Clothing,5,200,1000,2024-02,233,5,2380
919,2024-03-23,CUST588,Female,43,Beauty,2,20,40,2024-03,24,5,2790
920,2024-09-29,CUST387,Male,60,Beauty,2,20,40,2024-09,93,3,350
921,2024-06-19,CUST634,Male,53,Clothing,1,500,500,2024-06,42,5,3180
922,2024-03-28,CUST321,Female,38,Electronics,5,100,500,2024-03,103,2,620
923,2024-09-28,CUST759,Male,53,Sports,5,100,500,2024-09,7,2,560
924,2024-11-22,CUST785,Female,42,Beauty,2,50,100,2024-11,39,2,600
925,2024-09-18,CUST636,Female,36,Sports,2,50,100,2024-09,95,4,3220
926,2024-08-07,CUST041,Male,58,Beauty,4,20,80,2024-08,20,4,1200
927,2024-01-23,CUST622,Female,19,Sports,5,100,500,2024-01,102,2,700
928,2024-11-07,CUST679,Female,54,Beauty,4,30,120,2024-11,23,5,570
929,2024-04-01,CUST108,Female,20,Food,4,30,120,2024-04,167,3,540
930,2024-02-14,CUST474,Female,36,Electronics,2,50,100,2024-02,157,4,1800
931,2024-06-24,CUST565,Male,63,Electronics,5,500,2500,2024-06,59,5,3510
932,2024-08-17,CUST086,Female,42,Food,2,20,40,2024-08,136,1,40
933,2024-05-31,CUST006,Male,64,Sports,4,100,400,2024-05,214,2,500
934,2024-10-29,CUST794,Female,22,Beauty,2,50,100,2024-10,47,2,300
935,2024-03-13,CUST058,Female,33,Food,3,10,30,2024-03,52,3,2830
936,2024-06-12,CUST350,Male,55,Electronics,2,30,60,2024-06,107,5,1300
937,2024-09-12,CUST494,Male,41,Electronics,5,30,150,2024-09,110,2,210
938,2024-11-19,CUST085,Female,62,Sports,3,50,150,2024-11,42,2,550
939,2024-05-26,CUST585,Female,21,Beauty,5,20,100,2024-05,91,2,1100
940,2024-04-28,CUST579,Female,19,Beauty,5,30,150,2024-04,158,4,4210
941,2024-04-16,CUST046,Male,64,Sports,5,100,500,2024-04,15,3,1200
942,2024-08-20,CUST710,Female,46,Electronics,1,30,30,2024-08,133,2,1530
943,2024-08-31,CUST415,Male,62,Sports,2,200,400,2024-08,6,8,4170
944,2024-07-03,CUST536,Male,58,Clothing,3,100,300,2024-07,181,3,340
945,2024-06-26,CUST618,Female,36,Clothing,4,200,800,2024-06,107,2,900
946,2024-02-18,CUST153,Male,30,Beauty,2,50,100,2024-02,160,6,2520
947,2024-03-31,CUST440,Female,47,Clothing,3,100,300,2024-03,54,4,670
948,2024-06-05,CUST112,Male,59,Clothing,5,500,2500,2024-06,209,2,2700
949,2024-03-14,CUST760,Female,58,Clothing,5,500,2500,2024-03,45,4,3800
950,2024-01-11,CUST653,Male,62,Electronics,3,50,150,2024-01,1,5,1050
951,2024-01-26,CUST506,Female,57,Sports,5,200,1000,2024-01,340,1,1000
952,2024-09-01,CUST170,Female,37,Beauty,1,50,50,2024-09,121,6,2940
953,2024-04-08,CUST703,Male,55,Beauty,5,50,250,2024-04,231,2,400
954,2024-07-29,CUST476,Male,58,Electronics,2,30,60,2024-07,43,4,560
955,2024-07-07,CUST037,Male,48,Beauty,2,50,100,2024-07,52,4,320
956,2024-04-26,CUST617,Male,37,Sports,1,100,100,2024-04,17,5,1500
957,2024-04-30,CUST747,Female,51,Food,1,30,30,2024-04,214,2,280
958,2024-03-05,CUST697,Male,20,Sports,3,100,300,2024-03,73,4,740
959,2024-01-01,CUST167,Male,34,Sports,2,50,100,2024-01,94,3,450
960,2024-11-24,CUST716,Male,41,Sports,3,50,150,2024-11,37,6,1370
961,2024-12-18,CUST435,Male,51,Beauty,1,50,50,2024-12,13,6,880
962,2024-10-13,CUST025,Male,32,Electronics,2,100,200,2024-10,79,4,790
963,2024-09-23,CUST214,Female,27,Clothing,4,500,2000,2024-09,86,6,2980
964,2024-12-05,CUST467,Female,56,Sports,3,200,600,2024-12,26,4,1520
965,2024-12-23,CUST400,Female,59,Beauty,3,30,90,2024-12,8,6,840
966,2024-03-15,CUST318,Female,45,Sports,3,100,300,2024-03,173,3,600
967,2024-04-29,CUST514,Male,29,Electronics,2,500,1000,2024-04,224,3,1150
968,2024-12-28,CUST625,Female,54,Food,3,30,90,2024-12,3,3,390
969,2024-09-03,CUST442,Female,33,Sports,2,50,100,2024-09,18,4,370
970,2024-02-02,CUST353,Male,23,Electronics,3,500,1500,2024-02,127,3,1750
971,2024-05-31,CUST754,Male,18,Clothing,5,500,2500,2024-05,214,3,2850
972,2024-06-27,CUST362,Male,49,Clothing,3,100,300,2024-06,134,5,1280
973,2024-04-10,CUST350,Male,44,Food,4,10,40,2024-04,107,5,1300
974,2024-06-21,CUST600,Male,42,Food,5,10,50,2024-06,44,7,1770
975,2024-07-14,CUST715,Male,64,Electronics,3,100,300,2024-07,1,5,680
976,2024-07-12,CUST502,Female,33,Beauty,5,30,150,2024-07,8,5,590
977,2024-10-10,CUST485,Male,59,Food,5,30,150,2024-10,5,4,1210
978,2024-05-28,CUST625,Male,24,Electronics,5,30,150,2024-05,3,3,390
979,2024-06-05,CUST601,Male,56,Sports,5,50,250,2024-06,33,8,6100
980,2024-10-10,CUST076,Female,29,Clothing,2,100,200,2024-10,82,1,200
981,2024-05-18,CUST170,Female,20,Electronics,1,100,100,2024-05,121,6,2940
982,2024-02-17,CUST112,Male,27,Electronics,2,100,200,2024-02,209,2,2700
983,2024-02-26,CUST364,Female,25,Beauty,5,50,250,2024-02,175,3,930
984,2024-05-14,CUST121,Male,28,Clothing,5,100,500,2024-05,231,1,500
985,2024-11-21,CUST795,Male,58,Beauty,3,20,60,2024-11,9,5,480
986,2024-10-01,CUST187,Male,61,Clothing,2,500,1000,2024-10,91,5,2720
987,2024-04-09,CUST797,Male,47,Beauty,2,50,100,2024-04,86,3,440
988,2024-09-24,CUST642,Female,60,Electronics,3,500,1500,2024-09,98,4,4100
989,2024-10-13,CUST719,Female,39,Beauty,1,30,30,2024-10,79,3,1630
990,2024-09-17,CUST698,Male,45,Sports,1,100,100,2024-09,105,1,190
991,2024-03-30,CUST061,Male,61,Clothing,2,200,400,2024-03,86,4,2100
992,2024-08-12,CUST009,Female,24,Beauty,4,20,80,2024-08,141,1,80
993,2024-03-07,CUST266,Female,37,Beauty,4,50,200,2024-03,269,2,260
994,2024-06-02,CUST463,Female,51,Beauty,5,20,100,2024-06,128,3,340
995,2024-04-06,CUST266,Male,36,Beauty,2,30,60,2024-04,269,2,260
996,2024-08-28,CUST488,Male,61,Sports,4,100,400,2024-08,125,1,400
997,2024-01-05,CUST008,Female,60,Food,4,10,40,2024-01,78,4,1180
998,2024-06-05,CUST715,Female,46,Sports,3,50,150,2024-06,1,5,680
999,2024-10-15,CUST331,Male,45,Sports,3,100,300,2024-10,77,4,1710
1000,2024-12-08,CUST435,Male,35,Food,4,20,80,2024-12,13,6,880
1001,2024-04-05,CUST399,Male,49,Clothing,3,100,300,2024-04,24,3,360
1002,2024-01-12,CUST007,Female,24,Clothing,1,100,100,2024-01,108,5,1280
1003,2024-07-11,CUST677,Male,27,Electronics,5,500,2500,2024-07,45,2,2590
1004,2024-11-11,CUST596,Male,28,Sports,5,200,1000,2024-11,50,4,1510
1005,2024-04-10,CUST070,Male,31,Sports,5,200,1000,2024-04,86,6,1240
1006,2024-09-07,CUST296,Female,18,Beauty,2,30,60,2024-09,15,4,790
1007,2024-11-02,CUST597,Female,58,Beauty,4,50,200,2024-11,59,3,280
1008,2024-09-08,CUST187,Female,20,Clothing,5,100,500,2024-09,91,5,2720
1009,2024-05-05,CUST161,Female,62,Electronics,2,100,200,2024-05,135,4,580
1010,2024-05-29,CUST667,Male,63,Beauty,2,20,40,2024-05,36,2,240
1011,2024-09-14,CUST157,Male,25,Sports,1,100,100,2024-09,108,4,2330
1012,2024-12-28,CUST762,Male,23,Sports,2,100,200,2024-12,3,2,700
1013,2024-07-13,CUST788,Female,59,Clothing,4,500,2000,2024-07,122,3,3530
1014,2024-03-10,CUST304,Male,41,Electronics,3,50,150,2024-03,59,5,820
1015,2024-09-13,CUST584,Female,21,Beauty,2,50,100,2024-09,99,5,1850
1016,2024-04-17,CUST640,Female,61,Electronics,4,500,2000,2024-04,258,2,2200
